Time,obj_attrs,count
15:54:49,"{'ids': [0, 1, 4, 2, 5, 6, 3, 9, 7, 8, 12, 11, 16, 10, 13, 15, 14]}",17
15:54:50,"{'ids': [0, 1, 2, 4, 5, 7, 6, 9, 3, 8, 17, 13, 10, 18, 11, 12, 19]}",17
15:54:51,"{'ids': [0, 1, 4, 2, 6, 7, 5, 9, 3, 8, 12, 10, 17, 13]}",14
15:54:52,"{'ids': [0, 1, 2, 6, 9, 4, 3, 5, 12, 7, 14, 8, 13, 10, 18, 21]}",16
15:54:53,"{'ids': [0, 6, 3, 5, 9, 2, 4, 7, 1, 12, 8, 14, 10, 21]}",14
15:54:54,"{'ids': [0, 6, 5, 9, 3, 2, 4, 8, 12, 1, 21, 7, 10, 14]}",14
15:54:55,"{'ids': [0, 5, 21, 9, 4, 3, 6, 2, 12, 8, 22, 1, 7, 13]}",14
15:54:56,"{'ids': [0, 2, 1, 21, 5, 6, 3, 9, 22, 12, 8, 4, 13, 7, 10, 23]}",16
15:54:58,"{'ids': [0, 21, 1, 6, 2, 3, 5, 4, 7, 9, 13, 12, 8, 23]}",14
15:54:59,"{'ids': [0, 21, 4, 6, 1, 25, 5, 10, 7, 9, 3, 14, 2, 23, 13, 8, 27]}",17
15:55:00,"{'ids': [0, 21, 4, 6, 25, 5, 1, 3, 7, 2, 9, 13, 8, 23]}",14
15:55:01,"{'ids': [0, 21, 4, 2, 25, 3, 5, 9, 1, 6, 23, 8]}",12
15:55:03,"{'ids': [0, 21, 2, 4, 5, 25, 9, 3, 1, 6, 29, 8, 28, 10, 23, 30, 7]}",17
15:55:04,"{'ids': [0, 21, 2, 4, 5, 10, 1, 9, 7, 3, 8, 14, 25, 6, 29, 23]}",16
15:55:05,"{'ids': [0, 21, 4, 3, 2, 5, 30, 1, 9, 10, 6, 28, 32, 8, 31, 29, 14, 23, 25]}",19
15:55:06,"{'ids': [0, 3, 21, 30, 4, 1, 5, 2, 9, 10, 7, 8, 32, 25, 6, 23, 33, 28]}",18
15:55:07,"{'ids': [0, 3, 21, 30, 1, 4, 5, 2, 10, 9, 6, 8, 35, 25, 23]}",15
